Edad,Genero_Cod,Numero_Inasistencias,Animacion_Lectura_Cod,Anio_Escolar_Cod,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Promedio_Anual,Promedio_5CAT
14,1,6,5,0,0.0,0,5,8,3,5.08,C
15,1,7,8,2,0.0,0,6,2,3,7.59,B
13,1,6,7,0,0.0,0,7,6,3,6.3,B
13,0,5,4,0,86.0,1,8,6,2,6.81,B
17,0,8,7,3,0.0,1,5,5,4,6.87,B
14,0,8,10,1,98.0,0,7,7,4,7.66,B
15,0,6,8,1,0.0,1,6,6,1,6.1,B
15,1,7,2,2,74.0,1,6,7,1,5.78,C
13,1,6,4,0,56.0,1,8,6,2,5.79,C
13,0,4,6,0,0.0,1,6,6,1,6.45,B
13,0,5,7,0,0.0,1,4,1,4,4.64,C
15,1,6,4,2,74.0,0,9,6,2,5.98,C
14,1,7,7,1,0.0,1,7,9,0,6.79,B
15,1,7,4,2,0.0,0,8,8,2,8.64,A
16,0,8,6,3,0.0,0,6,5,3,6.9,B
15,1,6,7,2,0.0,0,1,8,3,5.78,C
13,0,6,6,0,77.0,1,8,6,4,5.6,C
17,0,7,5,3,0.0,1,1,8,5,5.49,C
15,1,7,1,2,78.0,0,10,6,0,8.14,A
13,1,6,4,0,79.0,1,8,9,3,6.81,B
13,1,5,7,0,0.0,0,7,7,2,6.32,B
14,1,5,8,1,76.0,0,7,7,1,7.12,B
15,1,8,5,2,0.0,0,5,7,1,5.64,C
13,0,6,3,0,0.0,1,9,9,1,5.3,C
17,0,10,6,4,0.0,0,4,6,4,5.63,C
14,1,5,8,0,0.0,0,6,6,3,6.14,B
18,1,10,8,5,0.0,0,9,7,1,6.58,B
17,1,10,8,4,0.0,0,9,7,4,8.09,A
13,1,5,7,0,79.0,1,1,7,0,5.34,C
15,1,7,6,2,97.0,1,6,4,3,7.07,B
13,1,4,3,0,0.0,1,9,6,1,5.85,C
13,1,5,7,0,0.0,0,7,5,0,5.99,C
15,0,5,8,1,95.0,0,7,3,4,7.14,B
13,1,5,10,0,0.0,0,6,6,0,5.69,C
14,1,6,5,1,0.0,1,5,8,1,6.45,B
16,1,7,5,2,0.0,0,5,7,1,7.03,B
17,1,8,7,4,0.0,1,10,7,1,7.87,B
14,0,7,6,1,94.0,1,7,10,1,7.42,B
17,1,9,2,4,0.0,0,7,5,4,6.99,B
17,1,8,7,4,0.0,0,5,2,4,6.94,B
16,0,7,3,3,62.0,0,6,5,2,4.68,C
15,1,7,6,2,93.0,0,7,7,0,7.91,B
16,1,7,8,2,52.0,0,5,5,3,6.12,B
14,1,5,6,0,0.0,0,6,7,1,6.79,B
16,1,8,8,3,0.0,0,8,8,2,7.47,B
15,1,7,7,2,61.0,0,9,5,0,7.55,B
14,1,5,7,1,79.0,0,6,8,1,7.57,B
14,1,6,8,1,54.0,0,7,6,1,7.46,B
14,1,5,4,1,66.0,1,6,8,0,6.47,B
16,1,7,7,2,71.0,0,7,2,1,8.11,A
16,1,8,6,2,0.0,0,10,7,0,7.1,B
16,1,7,10,2,74.0,1,3,8,1,6.34,B
16,1,8,6,3,0.0,0,7,7,1,6.71,B
14,1,5,6,0,0.0,0,8,10,1,6.2,B
16,1,7,5,3,0.0,1,8,6,3,6.95,B
14,1,6,6,1,0.0,0,8,3,3,5.52,C
13,1,5,6,0,0.0,1,6,7,2,5.75,C
13,0,6,5,0,0.0,1,8,8,1,4.62,C
17,1,9,6,3,0.0,0,8,6,1,6.89,B
14,1,5,6,1,63.0,1,8,8,0,6.35,B
14,1,5,6,0,83.0,1,5,9,2,6.12,B
14,1,6,7,1,54.0,0,10,8,1,7.58,B
13,1,5,5,0,0.0,2,5,6,1,4.41,C
13,0,4,5,0,0.0,1,3,6,1,4.58,C
13,1,5,6,0,96.0,1,7,7,1,6.42,B
13,1,5,1,0,68.0,0,5,4,3,7.0,B
17,1,10,5,4,0.0,0,9,4,4,6.35,B
14,0,7,5,1,77.0,2,8,7,4,5.76,C
13,1,6,8,0,55.0,0,8,7,2,8.26,A
17,1,8,8,3,0.0,0,6,6,3,6.94,B
15,1,8,9,2,68.0,0,8,8,3,8.51,A
13,1,5,8,0,95.0,0,8,8,3,7.71,B
15,1,8,4,2,0.0,0,9,7,3,5.38,C
17,0,10,9,4,0.0,1,4,6,4,5.61,C
13,1,4,4,0,0.0,0,8,6,3,4.78,C
15,1,7,5,2,0.0,0,8,7,1,7.65,B
16,1,8,7,2,0.0,1,6,6,3,5.38,C
16,1,6,7,2,0.0,1,5,8,3,6.81,B
14,1,7,8,1,0.0,2,7,9,0,7.42,B
18,1,9,10,4,0.0,1,2,7,3,5.59,C
18,1,8,8,4,0.0,2,8,8,3,5.3,C
19,1,9,7,5,0.0,1,6,6,1,8.13,A
14,1,6,5,0,75.0,0,10,4,0,6.23,B
16,1,9,5,3,0.0,1,7,8,3,7.19,B
15,1,6,9,1,0.0,1,7,7,2,8.13,A
16,1,7,8,2,0.0,0,7,7,0,7.08,B
15,1,6,8,2,0.0,0,7,6,2,6.97,B
14,1,5,3,0,94.0,0,7,5,2,6.8,B
14,1,6,5,1,0.0,2,7,8,3,5.74,C
14,1,6,5,0,0.0,1,9,8,3,7.12,B
15,1,7,8,2,95.0,0,6,6,1,6.8,B
14,1,6,9,1,86.0,0,7,5,1,6.41,B
14,1,6,6,1,0.0,0,10,7,3,6.68,B
18,1,10,3,5,0.0,1,4,5,1,6.01,B
18,1,10,3,5,67.0,1,7,10,1,7.18,B
16,1,9,3,3,0.0,0,7,6,1,6.93,B
14,1,6,5,1,0.0,1,5,3,0,4.97,C
14,1,5,7,0,74.0,0,8,9,2,6.36,B
13,0,5,9,0,0.0,1,7,8,3,5.04,C
14,0,5,8,1,0.0,0,8,8,3,5.25,C
14,1,6,7,1,72.0,0,9,8,2,7.79,B
16,0,6,9,2,0.0,1,5,8,1,6.98,B
14,1,5,8,0,0.0,2,8,6,1,6.12,B
14,1,5,10,0,82.0,0,5,7,3,6.5,B
13,1,6,9,0,0.0,1,5,6,0,6.7,B
14,1,5,5,0,0.0,0,8,7,1,6.39,B
13,1,5,7,0,72.0,0,5,4,3,6.02,B
14,1,5,8,0,0.0,0,7,7,2,6.41,B
14,1,4,5,0,0.0,0,5,7,0,6.27,B
15,0,8,8,2,93.0,0,8,10,4,7.68,B
17,1,7,5,3,0.0,1,8,7,2,5.97,C
14,1,5,9,0,0.0,0,6,5,0,6.65,B
13,0,6,9,0,74.0,2,6,6,3,5.52,C
15,0,6,7,1,0.0,1,7,5,2,5.63,C
13,0,7,9,0,71.0,2,8,5,2,5.31,C
19,0,11,5,5,0.0,0,6,8,5,5.0,C
15,1,6,6,1,0.0,0,6,10,1,5.73,C
14,1,6,6,1,55.0,0,5,7,0,5.75,C
17,0,10,5,4,0.0,0,4,9,2,6.14,B
13,0,5,8,0,74.0,2,5,6,1,5.2,C
13,1,6,7,0,77.0,0,4,6,2,6.18,B
15,1,5,8,1,0.0,0,6,8,0,4.95,C
17,1,8,3,3,0.0,1,7,5,3,6.42,B
14,0,6,6,1,0.0,0,8,5,4,6.25,B
13,0,4,7,0,0.0,0,9,7,1,6.26,B
13,1,5,7,0,0.0,2,6,7,2,5.23,C
15,0,9,6,2,0.0,0,8,7,2,7.37,B
15,1,6,8,1,0.0,1,1,8,0,5.0,C
17,0,8,8,3,0.0,2,4,8,3,5.97,C
17,1,10,5,4,0.0,2,5,8,4,7.69,B
15,1,8,8,2,0.0,1,5,9,2,9.01,A
13,1,5,6,0,0.0,2,10,7,3,6.52,B
16,1,7,6,2,0.0,1,8,5,2,5.95,C
16,1,8,7,2,56.0,1,8,10,1,9.78,A
14,1,5,5,0,0.0,1,1,7,3,4.99,C
14,0,5,7,0,0.0,0,8,8,4,5.69,C
15,1,6,5,2,0.0,0,8,7,1,5.88,C
17,0,9,2,3,0.0,1,6,7,2,5.69,C
15,1,7,5,2,74.0,0,7,1,3,6.59,B
15,0,8,7,2,0.0,1,6,7,2,5.64,C
15,1,6,6,1,87.0,0,6,4,3,5.77,C
15,0,7,7,2,57.0,0,5,6,2,5.64,C
16,0,9,3,3,97.0,1,8,7,5,6.57,B
16,0,10,5,3,0.0,0,7,6,5,7.43,B
13,1,5,8,0,0.0,0,3,9,0,5.05,C
14,0,7,7,1,91.0,0,5,6,2,6.63,B
15,0,7,5,2,0.0,0,9,6,1,6.72,B
15,0,8,6,2,91.0,0,6,8,4,5.95,C
13,0,5,7,0,0.0,0,4,4,2,4.89,C
15,1,8,8,2,0.0,1,8,7,0,7.17,B
16,0,9,5,2,100.0,1,7,4,1,5.29,C
16,0,9,6,2,61.0,0,6,8,1,5.37,C
13,1,5,4,0,0.0,2,8,7,1,5.2,C
15,1,7,7,2,98.0,0,9,6,0,7.83,B
16,0,9,4,3,0.0,0,8,8,3,6.86,B
17,0,9,7,4,0.0,0,7,6,2,7.8,B
14,1,5,6,0,58.0,2,4,9,3,5.23,C
15,0,7,6,1,82.0,0,5,5,2,5.65,C
15,0,7,7,2,62.0,0,7,5,2,6.64,B
16,1,6,6,2,0.0,0,8,7,2,6.9,B
17,0,10,5,3,77.0,1,4,5,2,4.49,C
14,1,5,6,0,0.0,1,6,6,3,5.72,C
17,1,9,5,4,0.0,0,8,7,2,7.51,B
16,1,9,6,3,0.0,1,7,7,2,7.98,B
18,1,8,6,4,0.0,0,7,5,4,7.38,B
14,1,7,6,1,0.0,1,7,6,0,6.48,B
13,1,5,5,0,57.0,0,9,6,0,7.37,B
17,1,9,8,4,0.0,1,7,6,3,7.93,B
14,0,5,7,1,67.0,1,6,2,1,6.09,B
14,0,6,7,1,61.0,0,10,8,3,6.02,B
13,1,5,8,0,85.0,2,7,5,2,5.91,C
13,1,6,8,0,61.0,0,5,6,2,6.82,B
15,0,7,9,1,0.0,2,5,7,4,4.7,C
17,1,9,5,4,0.0,2,8,6,2,6.33,B
18,1,10,5,5,0.0,1,6,10,3,6.39,B
15,1,5,7,1,0.0,1,6,7,3,6.28,B
13,1,6,5,0,0.0,0,6,8,2,5.56,C
13,0,5,5,0,0.0,1,8,5,4,1.32,E
15,1,6,7,2,0.0,1,6,8,2,6.2,B
14,1,5,3,1,0.0,0,9,6,0,6.21,B
17,0,9,6,4,0.0,0,8,7,2,7.08,B
14,1,5,5,0,0.0,0,6,7,0,7.78,B
16,1,6,8,2,80.0,1,6,9,3,8.06,A
15,1,5,4,1,75.0,0,7,10,0,6.2,B
15,1,7,7,1,94.0,0,5,6,2,6.94,B
19,1,10,7,5,0.0,1,8,5,4,7.88,B
16,1,7,8,3,0.0,1,8,8,1,7.33,B
14,1,5,6,0,0.0,0,8,6,0,5.11,C
14,0,6,8,1,0.0,1,3,6,3,5.15,C
15,1,5,7,1,0.0,0,7,5,0,5.62,C
15,1,7,5,2,0.0,0,8,5,2,5.57,C
17,1,9,7,3,63.0,1,4,6,3,6.64,B
17,1,9,5,3,0.0,1,5,4,1,4.35,C
15,1,7,8,1,0.0,0,10,8,2,6.43,B
16,1,8,8,3,0.0,0,7,10,3,8.02,A
14,1,7,8,1,50.0,0,8,3,0,6.98,B
15,1,5,7,1,0.0,0,9,7,3,6.63,B
13,0,5,7,0,99.0,0,5,7,3,5.74,C
16,1,8,8,3,0.0,0,7,7,4,6.64,B
13,1,4,5,0,78.0,0,5,6,3,6.08,B
18,1,10,8,5,95.0,0,6,6,2,7.62,B
13,1,5,6,0,76.0,0,6,7,2,5.74,C
13,1,5,7,0,0.0,0,8,4,0,5.77,C
17,0,8,5,3,93.0,0,3,8,3,8.01,A
14,1,5,10,0,0.0,0,9,6,1,6.78,B
16,0,7,5,3,0.0,0,4,6,3,7.77,B
13,0,6,5,0,0.0,1,5,9,2,5.39,C
13,1,5,4,0,0.0,1,5,7,3,6.34,B
16,0,8,9,3,0.0,0,8,9,2,7.55,B
15,0,5,7,1,0.0,2,5,8,2,5.98,C
16,1,8,6,3,0.0,1,8,8,2,9.33,A
14,1,6,1,1,0.0,0,4,7,0,5.86,C
14,1,5,7,0,62.0,0,5,5,1,5.3,C
15,1,7,4,2,62.0,0,8,8,1,6.59,B
16,1,7,8,3,0.0,1,8,6,4,7.79,B
17,1,9,4,4,0.0,0,7,5,2,6.84,B
13,1,4,10,0,0.0,0,7,6,3,5.82,C
14,1,6,10,1,0.0,0,7,8,2,8.0,B
13,1,5,3,0,0.0,0,6,7,1,5.9,C
14,1,5,7,1,0.0,0,4,8,0,5.57,C
14,1,7,8,1,0.0,0,7,6,3,7.19,B
17,1,10,7,4,0.0,0,4,5,2,6.18,B
15,1,7,5,2,0.0,0,7,5,2,6.33,B
14,1,5,7,0,93.0,1,6,5,1,5.13,C
14,0,6,5,0,0.0,0,3,7,3,5.5,C
13,1,5,5,0,0.0,0,8,4,0,6.06,B
16,0,9,5,2,88.0,0,8,6,1,5.76,C
15,1,7,3,2,0.0,0,6,6,0,5.03,C
14,1,5,1,0,0.0,0,7,8,2,9.43,A
13,1,4,10,0,0.0,0,2,7,0,5.21,C
16,1,9,6,3,98.0,0,3,5,3,7.05,B
15,0,6,7,2,80.0,0,4,4,4,6.45,B
15,0,6,6,1,0.0,0,6,6,2,7.64,B
17,0,8,7,3,0.0,2,8,8,3,5.33,C
13,1,5,6,0,60.0,1,6,8,3,6.34,B
13,1,5,4,0,63.0,0,9,7,1,7.09,B
19,0,12,6,5,50.0,0,7,7,5,8.72,A
14,1,7,7,1,64.0,1,8,6,2,5.88,C
13,1,5,6,0,52.0,2,8,5,1,5.68,C
13,1,5,6,0,67.0,0,5,7,0,7.34,B
14,1,5,5,1,91.0,1,2,7,2,7.02,B
13,1,5,8,0,0.0,0,6,6,1,5.28,C
14,1,7,3,1,53.0,0,6,6,0,7.35,B
17,0,9,10,4,0.0,0,6,6,2,6.2,B
14,1,6,1,1,0.0,2,7,7,2,4.66,C
14,1,5,9,0,0.0,0,9,6,3,5.64,C
14,1,5,5,1,0.0,1,8,2,3,6.2,B
15,1,7,6,2,0.0,0,5,7,2,6.0,C
18,1,11,5,5,0.0,1,5,6,2,5.2,C
15,1,7,7,2,86.0,0,4,9,3,6.42,B
13,1,6,6,0,0.0,0,5,6,1,5.67,C
14,1,5,5,0,0.0,0,7,8,0,6.88,B
15,1,7,6,2,0.0,0,6,8,3,5.76,C
16,0,10,8,3,0.0,0,8,8,3,7.42,B
15,0,6,5,1,0.0,0,7,2,4,6.36,B
14,1,6,9,1,0.0,0,8,4,0,5.62,C
14,1,6,10,1,0.0,0,5,8,1,6.76,B
13,1,5,8,0,0.0,0,5,8,0,6.48,B
15,1,5,5,1,0.0,0,5,7,1,5.9,C
17,1,8,4,3,0.0,0,2,8,2,5.55,C
13,0,5,6,0,65.0,1,7,5,1,6.37,B
13,1,4,8,0,52.0,0,5,5,0,7.12,B
14,1,5,6,1,0.0,0,6,4,0,5.47,C
13,1,5,7,0,0.0,0,2,8,3,9.96,A
15,0,7,8,1,64.0,1,7,5,4,6.39,B
14,1,6,5,1,0.0,2,8,10,1,6.25,B
16,1,8,8,3,89.0,1,5,2,3,6.14,B
15,1,6,5,1,61.0,0,5,10,3,7.43,B
15,1,6,9,1,59.0,0,6,7,2,7.29,B
13,1,5,7,0,0.0,0,5,8,2,5.55,C
17,0,9,5,4,0.0,0,6,8,3,5.72,C
14,1,7,4,1,0.0,0,7,6,3,6.14,B
17,1,8,4,3,0.0,0,1,2,3,4.86,C
13,1,4,4,0,61.0,0,8,6,3,6.37,B
13,1,5,5,0,88.0,0,6,10,2,6.6,B
17,1,10,7,4,0.0,0,7,7,4,5.97,C
13,0,6,3,0,0.0,0,5,1,1,3.82,D
15,1,5,5,1,0.0,0,4,5,0,5.58,C
15,1,7,6,2,51.0,0,8,6,2,7.08,B
18,1,10,10,5,0.0,0,7,5,3,7.51,B
14,1,5,7,1,85.0,0,3,9,3,6.27,B
15,1,6,7,1,0.0,0,5,6,0,7.22,B
15,1,7,9,2,0.0,0,5,5,3,7.06,B
15,1,5,5,1,92.0,1,10,9,0,6.62,B
16,0,8,8,3,59.0,0,6,2,2,6.32,B
13,1,4,8,0,0.0,0,6,6,1,6.14,B
16,0,8,7,2,0.0,1,8,5,3,5.57,C
16,1,8,6,2,0.0,0,6,8,3,6.89,B
14,0,6,7,1,0.0,0,6,4,2,5.78,C
15,1,6,7,1,0.0,0,7,3,1,6.05,B
13,1,6,6,0,85.0,0,4,7,2,6.22,B
16,1,7,8,3,0.0,0,3,6,3,6.55,B
15,1,6,6,2,97.0,0,8,8,1,8.13,A
16,1,8,3,3,0.0,0,8,8,1,7.02,B
14,0,6,7,1,91.0,1,5,2,4,6.38,B
15,1,6,3,1,0.0,0,9,7,1,5.85,C
14,1,5,5,1,73.0,0,8,7,2,5.96,C
15,1,6,6,1,0.0,0,6,8,0,5.71,C
13,0,5,7,0,62.0,0,8,6,2,6.16,B
17,1,8,6,4,86.0,0,8,7,4,6.47,B
13,1,4,3,0,0.0,0,6,8,2,5.21,C
16,0,6,7,2,70.0,1,9,6,4,7.36,B
13,0,6,7,0,97.0,1,7,5,1,5.29,C
14,1,5,8,0,80.0,0,4,10,0,7.19,B
16,1,7,10,3,0.0,0,6,8,2,8.6,A
14,1,4,6,0,0.0,0,6,7,2,6.17,B
13,1,5,6,0,0.0,0,4,6,2,5.46,C
13,1,6,4,0,65.0,0,9,9,1,8.0,B
14,1,5,9,0,56.0,0,6,5,0,7.25,B
13,0,6,8,0,56.0,1,6,9,4,7.15,B
15,1,8,3,2,86.0,0,8,7,2,7.55,B
15,0,6,2,1,66.0,2,6,6,4,5.25,C
13,1,5,4,0,0.0,1,8,6,0,5.61,C
13,0,5,3,0,0.0,0,6,8,2,6.93,B
18,1,9,6,4,0.0,0,8,8,3,6.7,B
16,1,8,7,2,0.0,0,8,6,2,7.7,B
14,1,4,6,0,0.0,0,9,9,1,6.75,B
15,1,7,7,2,0.0,0,6,8,0,5.02,C
18,1,10,3,5,0.0,1,6,5,1,5.98,C
16,1,7,6,3,0.0,2,3,5,3,6.27,B
16,1,8,7,2,56.0,1,7,7,0,6.37,B
13,1,4,5,0,0.0,1,5,8,3,4.75,C
14,0,6,6,1,88.0,0,3,6,4,5.05,C
13,0,5,2,0,79.0,0,9,5,1,5.64,C
15,0,6,6,1,70.0,0,6,5,1,6.44,B
13,1,5,5,0,0.0,0,9,6,3,6.91,B
16,1,7,8,3,0.0,0,7,6,4,6.79,B
14,1,5,6,0,0.0,0,7,9,0,7.47,B
16,1,8,2,3,0.0,0,3,7,1,4.85,C
13,1,4,8,0,0.0,0,6,6,2,7.52,B
15,1,7,7,2,0.0,1,4,6,2,5.95,C
14,1,6,8,1,0.0,1,5,6,3,6.33,B
16,0,9,10,2,0.0,1,9,6,2,8.29,A
13,1,6,5,0,0.0,1,6,6,0,5.13,C
17,0,8,8,4,0.0,2,8,9,3,6.94,B
15,1,6,9,2,0.0,0,7,7,3,5.99,C
13,1,4,5,0,0.0,1,5,7,3,5.77,C
18,1,9,6,4,0.0,1,10,8,4,6.38,B
15,1,5,8,1,52.0,0,4,6,1,6.11,B
15,1,8,7,2,63.0,0,7,8,2,6.78,B
13,1,6,8,0,73.0,0,7,7,0,8.07,A
16,0,8,8,2,91.0,0,1,5,4,5.46,C
16,1,7,10,2,0.0,0,5,1,2,6.44,B
16,1,9,5,3,0.0,0,8,5,3,7.95,B
17,0,8,8,3,0.0,0,7,8,5,7.66,B
16,0,9,4,2,93.0,1,5,8,4,6.5,B
13,1,5,7,0,0.0,0,5,6,0,5.81,C
18,0,10,5,4,56.0,0,5,6,5,6.6,B
13,0,6,5,0,78.0,0,8,1,1,5.6,C
13,1,6,6,0,0.0,0,6,9,3,5.31,C
18,1,10,7,5,0.0,1,6,7,3,6.42,B
14,1,6,7,0,0.0,2,7,6,0,4.7,C
19,0,10,8,5,0.0,2,9,10,4,6.6,B
13,1,5,1,0,93.0,0,6,2,1,6.49,B
15,0,7,8,2,100.0,0,6,2,3,6.68,B
15,1,7,3,2,0.0,1,5,7,3,6.33,B
17,1,8,6,4,0.0,1,7,8,4,9.4,A
13,1,5,6,0,90.0,0,8,8,3,7.87,B
17,1,7,8,3,0.0,0,9,3,4,6.52,B
15,1,5,5,1,82.0,0,7,5,0,7.04,B
17,1,8,10,3,0.0,0,6,3,3,6.38,B
14,1,5,7,1,0.0,0,7,8,3,6.4,B
14,1,6,7,1,0.0,1,8,6,0,6.56,B
16,1,7,4,3,0.0,1,10,6,4,6.31,B
13,1,5,5,0,91.0,0,6,5,1,5.14,C
14,1,5,6,0,99.0,0,9,6,2,7.63,B
17,1,8,7,4,0.0,1,9,6,1,6.72,B
18,1,9,7,4,0.0,0,7,8,1,6.55,B
18,1,10,10,5,0.0,0,6,7,1,7.18,B
16,1,8,4,3,0.0,2,1,7,4,4.65,C
14,1,7,6,1,0.0,0,5,9,0,5.8,C
17,1,9,8,4,0.0,0,4,6,4,5.92,C
14,1,6,7,1,0.0,0,4,6,2,5.45,C
16,1,7,7,2,57.0,1,1,7,2,5.57,C
17,0,7,4,3,0.0,0,6,7,3,5.53,C
13,0,4,8,0,0.0,0,5,8,1,6.61,B
16,1,6,10,2,63.0,1,8,4,2,8.04,A
13,1,4,6,0,0.0,0,5,5,0,6.51,B
16,1,8,8,3,0.0,1,10,4,4,7.25,B
16,1,9,6,3,0.0,2,7,9,4,6.23,B
14,1,6,8,1,0.0,0,6,5,1,6.51,B
14,1,7,2,1,0.0,1,6,8,3,5.65,C
16,1,8,7,2,60.0,1,6,5,1,7.21,B
16,1,9,9,3,0.0,0,7,6,3,7.03,B
18,1,10,5,4,0.0,0,6,7,4,6.34,B
15,1,8,8,2,90.0,0,7,6,0,7.72,B
17,0,11,6,4,0.0,2,5,10,5,5.58,C
14,1,6,2,0,0.0,0,10,6,3,6.31,B
13,0,5,5,0,77.0,2,2,3,2,3.85,D
14,0,6,6,0,73.0,0,5,7,2,5.62,C
16,1,7,8,2,0.0,0,5,1,2,5.83,C
14,1,5,6,0,0.0,0,7,4,1,6.59,B
13,1,6,6,0,88.0,0,6,6,1,7.88,B
15,0,9,7,2,88.0,0,8,6,1,7.13,B
13,0,6,10,0,0.0,0,7,8,2,7.1,B
13,1,5,3,0,0.0,2,6,10,0,6.42,B
13,1,5,5,0,0.0,2,8,2,3,5.21,C
13,1,5,8,0,0.0,1,7,3,1,6.19,B
13,1,5,5,0,0.0,0,7,5,0,6.28,B
16,0,8,9,3,52.0,2,8,5,2,6.43,B
18,1,10,5,5,0.0,0,10,5,4,9.35,A
15,0,8,8,2,98.0,0,5,4,3,6.51,B
18,0,12,6,5,0.0,1,9,5,2,6.24,B
14,1,6,6,0,0.0,0,10,5,3,6.91,B
13,1,5,7,0,0.0,1,7,7,0,5.47,C
13,1,4,8,0,56.0,1,7,5,2,6.67,B
14,1,6,5,1,62.0,0,7,6,2,5.43,C
13,0,5,7,0,57.0,0,8,6,1,6.43,B
17,1,9,9,3,0.0,0,6,4,3,5.43,C
14,1,6,8,1,57.0,0,4,5,1,5.8,C
18,0,10,6,4,0.0,1,9,5,2,6.9,B
16,1,8,5,3,0.0,0,5,7,4,6.44,B
14,1,5,5,0,64.0,1,5,9,0,6.04,B
13,1,5,6,0,0.0,1,5,4,1,4.95,C
13,0,5,6,0,0.0,0,5,7,1,6.12,B
14,0,5,7,0,0.0,0,4,8,4,6.41,B
17,1,9,5,4,0.0,0,9,6,3,7.6,B
14,0,7,8,0,70.0,0,4,9,3,6.58,B
18,1,9,6,4,0.0,0,7,5,2,7.18,B
16,0,9,8,3,0.0,0,7,3,3,5.54,C
18,1,11,8,5,0.0,2,5,7,4,6.82,B
14,1,4,4,0,0.0,0,6,8,1,5.38,C
17,1,7,2,3,65.0,0,7,6,1,5.28,C
17,1,9,8,4,0.0,1,4,6,3,6.41,B
17,1,7,6,3,0.0,1,10,7,3,8.06,A
16,1,9,9,3,0.0,1,6,4,4,6.62,B
13,1,6,6,0,0.0,0,6,8,2,5.67,C
14,0,7,6,1,74.0,2,7,9,4,5.39,C
14,0,7,6,1,67.0,2,8,7,4,6.36,B
17,1,8,1,3,0.0,0,3,6,1,5.09,C
13,1,5,8,0,0.0,0,7,8,2,9.05,A
15,1,5,8,1,67.0,1,3,7,1,5.05,C
18,0,11,8,5,56.0,0,8,8,3,9.86,A
14,0,6,6,1,100.0,1,6,3,2,4.49,C
16,0,9,1,3,0.0,1,7,5,2,5.81,C
15,1,7,5,1,97.0,2,10,8,2,7.45,B
15,1,6,4,1,0.0,1,7,8,1,6.38,B
13,0,5,6,0,0.0,1,7,9,1,5.03,C
13,1,6,9,0,51.0,2,9,6,1,6.26,B
16,1,7,4,2,0.0,1,7,7,3,6.91,B
18,1,9,4,5,80.0,0,8,8,1,7.09,B
16,1,7,1,3,0.0,0,1,6,2,5.55,C
14,1,7,10,1,0.0,0,3,7,3,6.34,B
17,0,9,6,3,92.0,1,7,5,5,7.33,B
16,0,9,7,3,0.0,0,9,10,4,7.31,B
13,1,4,8,0,0.0,0,7,4,2,5.6,C
14,1,4,8,0,0.0,0,4,6,1,6.7,B
16,1,6,7,2,0.0,0,6,8,2,7.43,B
14,0,8,6,1,97.0,0,6,10,4,7.47,B
13,0,5,5,0,0.0,2,8,7,1,6.38,B
16,0,10,7,3,0.0,1,5,8,3,5.22,C
14,0,6,10,1,87.0,1,6,5,4,7.02,B
17,1,9,6,3,0.0,0,7,6,1,5.18,C
14,0,5,6,0,0.0,0,3,7,3,5.43,C
14,1,5,5,1,0.0,0,3,10,3,6.47,B
16,1,7,8,2,89.0,0,6,5,1,5.87,C
15,1,7,10,2,0.0,0,7,8,3,6.2,B
17,1,9,6,4,53.0,0,10,4,4,7.25,B
18,0,9,8,4,0.0,0,7,5,2,6.91,B
15,1,8,7,2,100.0,0,8,7,1,7.73,B
14,1,4,2,0,77.0,2,7,3,0,5.02,C
13,1,5,5,0,93.0,0,8,7,3,7.41,B
13,1,6,1,0,61.0,0,10,7,3,6.32,B
14,1,5,8,0,66.0,0,7,5,1,5.74,C
15,0,6,5,2,69.0,1,2,7,4,5.5,C
13,1,4,2,0,83.0,1,7,7,3,5.55,C
17,1,9,8,4,0.0,1,6,10,4,8.26,A
17,0,9,7,4,0.0,1,5,7,2,5.83,C
15,0,6,4,2,98.0,0,4,7,2,6.33,B
15,1,6,6,1,58.0,0,7,5,2,6.8,B
14,0,7,6,1,50.0,1,5,7,4,5.93,C
14,1,6,7,1,0.0,1,7,6,0,6.74,B
17,1,9,9,4,0.0,2,7,4,4,5.49,C
13,1,4,5,0,0.0,0,7,5,0,5.62,C
14,0,4,6,0,85.0,1,9,7,4,6.73,B
17,1,9,4,4,0.0,0,6,8,1,6.64,B
18,1,8,8,4,57.0,0,8,7,1,8.12,A
14,1,4,9,0,65.0,1,9,5,1,7.68,B
13,1,5,7,0,0.0,0,6,6,0,6.53,B
14,1,6,5,1,0.0,1,5,7,1,5.64,C
13,0,6,9,0,0.0,0,6,4,4,6.58,B
18,1,10,6,5,0.0,1,6,7,2,6.47,B
13,0,4,5,0,97.0,0,3,4,2,5.14,C
16,1,9,7,3,80.0,0,10,5,3,7.85,B
16,1,9,8,3,0.0,0,9,5,3,7.06,B
17,1,7,8,3,79.0,1,7,8,4,7.25,B
13,0,4,6,0,86.0,0,8,8,4,5.81,C
14,1,5,7,0,0.0,1,7,7,0,6.33,B
15,1,7,8,2,0.0,0,6,6,2,6.75,B
14,1,6,8,1,72.0,1,4,5,3,5.02,C
13,1,6,7,0,79.0,0,8,7,1,5.54,C
15,1,6,8,2,91.0,1,1,10,3,6.83,B
15,0,7,6,1,82.0,0,3,7,3,5.98,C
14,1,6,6,0,0.0,1,7,5,3,5.1,C
