Promedio_Anual,Calificacion_Cualitativa_Cod,Edad,Genero_Cod,Anio_Escolar_Cod,Periodo_Cod,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Animacion_Lectura_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado_Cod,Uso_Comedor_Estudiantil_Cod,Acceso_Recursos_Tecnologicos_Cod,Participacion_Eventos_Culturales,Estrato_Socioeconomico_Cod,Categoria_Rendimiento_Cod
6.42,6,15,0,2,1,7,78,0,2,6,8,1,1,3,96,0,2,1,1,0,1
6.11,6,13,1,0,0,6,0,2,3,7,10,1,0,3,0,0,2,1,2,1,4
5.99,6,19,0,5,1,10,0,0,7,6,8,3,0,4,0,0,2,1,3,0,1
6.89,7,14,1,1,1,5,0,2,10,6,6,1,0,3,0,0,0,0,1,1,2
7.02,7,15,1,1,0,7,0,0,8,8,7,0,0,3,0,1,2,0,2,1,3
5.25,5,16,0,3,1,7,0,2,8,9,7,5,0,2,0,0,1,1,2,1,1
4.82,5,15,1,2,1,6,0,0,5,4,5,3,0,4,0,0,0,0,2,1,3
6.58,7,15,1,2,0,7,0,1,8,1,5,1,0,2,0,0,2,0,1,0,3
4.14,4,15,0,1,0,7,0,2,1,1,7,1,0,4,0,0,2,1,1,0,0
6.22,6,14,0,1,0,7,0,1,4,6,6,4,0,0,0,0,1,1,0,1,0
6.55,7,16,1,3,0,8,66,0,1,6,10,3,3,0,90,1,1,0,1,1,1
6.43,6,18,1,4,0,10,0,1,6,5,7,4,0,3,0,0,2,1,1,2,0
6.54,7,16,1,2,1,6,51,0,5,7,6,0,2,4,81,0,1,0,0,1,3
6.63,7,15,1,1,0,7,0,1,6,8,1,3,0,3,0,0,1,1,2,1,3
6.34,6,15,1,2,1,7,94,0,7,6,6,0,2,4,82,0,1,1,2,1,1
7.2,7,17,1,4,0,10,0,0,8,4,7,2,0,0,0,1,1,1,3,1,2
5.95,6,14,1,1,0,7,0,0,4,5,6,3,0,1,0,1,2,1,2,1,1
6.25,6,14,1,1,0,6,53,1,7,7,6,2,2,2,76,1,2,1,2,1,1
6.48,6,15,1,2,1,7,0,0,7,7,9,2,0,0,0,1,1,1,2,1,3
5.11,5,14,0,0,0,5,99,0,1,6,8,2,1,4,88,0,2,0,0,0,1
6.28,6,17,1,4,0,10,93,0,7,6,7,3,2,2,93,0,0,0,3,1,1
7.33,7,13,1,0,1,5,0,1,10,5,8,1,0,1,0,0,1,1,0,1,3
5.63,6,14,1,0,1,5,0,0,4,7,9,2,0,3,0,1,1,1,1,1,3
6.76,7,15,1,2,0,7,0,0,7,6,4,0,0,1,0,0,2,0,0,1,4
6.55,7,14,1,0,1,4,0,0,8,8,7,1,0,4,0,1,1,1,2,1,1
7.01,7,19,1,5,1,9,0,0,9,6,7,4,0,0,0,0,1,0,2,1,3
7.5,8,17,1,4,1,8,0,0,9,8,7,1,0,2,0,0,1,0,2,1,3
6.65,7,13,0,0,1,6,0,0,7,4,6,3,0,3,0,1,2,1,0,1,4
6.03,6,14,1,0,1,5,61,0,5,7,8,2,1,1,97,1,1,1,0,1,3
8.44,8,13,1,0,1,4,94,0,8,8,7,1,2,1,58,1,0,1,0,1,1
6.44,6,16,0,3,1,8,0,0,8,6,6,2,0,0,0,1,0,0,0,1,1
5.29,5,13,1,0,0,6,0,1,8,7,8,0,0,0,0,0,1,1,0,1,3
6.42,6,14,1,1,0,6,0,0,3,6,9,3,0,2,0,0,2,0,0,0,3
6.17,6,13,0,0,0,5,0,0,6,6,8,3,0,0,0,0,1,1,2,1,3
7.45,7,14,1,1,0,6,88,0,10,7,7,1,3,2,62,1,0,0,0,1,1
4.83,5,13,1,0,0,5,0,1,9,8,5,1,0,2,0,1,1,1,2,1,1
5.52,6,16,1,2,1,7,0,0,7,6,4,2,0,4,0,0,1,0,0,1,1
5.88,6,14,1,0,0,5,82,0,6,8,6,0,1,4,87,0,0,0,0,1,4
3.96,4,13,1,0,1,4,0,2,1,10,5,2,0,4,0,1,1,1,0,1,3
6.39,6,15,0,2,0,9,0,0,9,7,4,1,0,4,0,1,0,1,0,2,1
5.94,6,14,1,0,1,5,0,0,6,7,8,2,0,4,0,0,2,1,2,1,2
3.97,4,18,0,5,1,10,0,0,3,5,7,2,0,2,0,1,1,0,1,1,1
6.43,6,14,0,1,1,6,63,0,2,6,7,2,2,0,57,0,1,1,1,1,3
6.63,7,15,1,2,1,6,83,0,9,8,10,1,2,2,98,0,2,1,1,0,3
4.94,5,17,0,3,1,9,0,2,1,8,5,2,0,2,0,1,1,1,0,1,3
7.13,7,13,1,0,0,5,74,0,7,8,7,2,2,2,88,0,1,0,2,1,1
6.19,6,16,1,2,1,7,0,0,9,6,8,1,0,3,0,0,1,0,2,0,1
4.96,5,13,0,0,0,6,0,0,5,7,4,2,0,3,0,1,1,1,0,2,0
6.01,6,14,1,0,1,5,0,0,5,6,9,1,0,3,0,0,2,0,0,0,1
6.35,6,17,1,3,0,8,0,0,5,5,7,4,0,4,0,1,1,0,1,1,3
6.26,6,14,1,0,0,5,0,2,6,6,8,0,0,3,0,0,0,1,0,1,1
6.45,6,13,1,0,1,4,0,0,8,5,6,1,0,2,0,0,1,0,0,0,1
6.21,6,13,0,0,0,6,0,0,7,5,7,2,0,3,0,1,1,1,2,1,3
6.75,7,16,1,3,0,8,0,1,7,9,7,4,0,3,0,0,2,1,2,1,2
8.02,8,13,1,0,1,5,0,0,7,8,7,3,0,3,0,0,0,1,1,1,1
7.12,7,15,1,1,0,7,81,0,10,8,8,2,1,0,99,0,2,0,1,1,1
6.02,6,13,1,0,1,5,0,1,7,5,9,3,0,1,0,1,1,1,1,2,1
4.63,5,17,0,3,1,7,0,2,8,8,4,2,0,0,0,1,1,0,0,1,3
5.77,6,15,1,2,0,8,0,1,7,5,8,0,0,3,0,0,1,1,0,1,1
5.1,5,17,0,3,0,10,0,0,7,6,5,4,0,2,0,0,1,1,0,1,1
7.28,7,14,1,0,1,4,0,0,8,6,4,0,0,4,0,1,0,1,2,2,1
7.2,7,15,1,2,1,7,0,0,7,9,6,1,0,3,0,0,1,1,1,1,1
7.06,7,15,1,2,0,8,84,0,9,9,8,2,3,0,84,1,1,1,0,2,3
6.83,7,15,1,2,1,6,74,0,4,7,9,3,2,3,74,1,1,1,1,1,2
5.22,5,14,0,1,1,5,0,1,8,7,7,2,0,2,0,0,1,0,2,0,3
5.49,5,14,0,0,0,5,0,0,8,7,3,4,0,1,0,0,0,1,1,1,3
5.53,6,13,1,0,0,6,81,1,5,7,6,0,3,4,93,0,0,1,1,1,3
7.54,8,14,1,0,1,5,80,1,8,6,8,1,3,2,53,1,1,0,1,1,3
6.91,7,18,1,5,0,11,89,1,7,6,8,3,2,0,70,0,0,0,1,0,3
6.54,7,17,1,3,0,8,0,1,7,5,7,2,0,2,0,0,0,1,1,2,1
5.56,6,15,1,1,1,5,0,0,6,7,9,2,0,0,0,0,1,0,1,1,3
6.42,6,17,1,4,0,10,0,0,7,7,7,3,0,2,0,0,0,0,2,1,1
5.39,5,13,1,0,0,5,65,0,4,8,4,1,3,0,69,0,1,0,2,0,3
6.35,6,18,1,4,0,9,0,0,9,4,5,3,0,2,0,0,2,1,1,1,3
7.4,7,16,1,3,0,8,0,2,10,7,5,3,0,3,0,1,0,1,0,1,1
9.55,10,18,1,4,0,10,0,1,6,6,8,4,0,0,0,0,1,0,2,1,1
6.36,6,19,1,5,0,11,0,1,7,6,8,1,0,3,0,0,2,1,2,1,0
6.36,6,18,1,4,1,9,0,0,1,8,7,3,0,0,0,0,2,0,3,1,3
6.79,7,13,1,0,0,5,94,0,6,6,4,1,2,2,81,0,1,1,2,1,1
6.66,7,15,1,2,0,8,73,2,7,9,10,3,1,0,81,0,2,0,2,0,1
5.53,6,16,1,2,0,7,0,0,4,7,6,2,0,0,0,0,2,0,1,0,3
5.73,6,15,1,2,0,8,0,1,7,7,5,1,0,0,0,0,0,1,2,1,2
6.49,6,18,0,4,0,11,56,1,7,6,5,4,2,4,54,1,2,1,3,1,3
5.1,5,13,1,0,1,5,0,0,4,3,2,1,0,0,0,1,0,1,1,2,1
4.88,5,15,1,1,0,7,0,2,8,8,4,2,0,4,0,1,1,1,1,1,0
7.17,7,14,0,1,1,5,0,0,5,7,9,4,0,2,0,1,0,1,1,1,3
5.98,6,19,0,5,0,12,0,1,7,2,10,5,0,4,0,1,0,1,3,2,1
7.13,7,14,1,1,1,5,0,0,8,8,6,1,0,3,0,0,1,1,2,1,1
4.67,5,13,1,0,1,5,0,1,2,8,1,2,0,4,0,1,2,1,2,1,3
5.53,6,15,0,1,1,6,0,0,6,5,9,1,0,1,0,1,0,1,2,2,1
8.9,9,14,1,1,1,6,0,0,8,8,9,1,0,1,0,0,1,1,0,1,3
5.43,5,15,1,1,0,7,0,0,3,6,6,3,0,2,0,0,1,0,1,1,1
6.21,6,14,0,1,1,7,63,1,6,6,4,4,2,1,68,0,2,1,2,1,1
6.58,7,18,1,5,1,9,75,2,7,6,5,2,1,0,59,1,1,0,1,0,1
4.67,5,14,1,1,0,7,0,0,7,7,4,3,0,4,0,0,1,1,1,1,4
5.94,6,17,1,4,1,9,0,1,8,6,7,1,0,1,0,0,1,1,1,0,3
5.12,5,13,0,0,1,4,51,0,6,6,6,3,2,1,92,1,0,1,2,2,1
5.4,5,14,1,0,0,5,0,0,2,7,5,3,0,0,0,1,1,1,0,1,1
6.85,7,16,1,3,0,9,0,0,8,10,7,3,0,3,0,0,2,1,0,1,1
5.77,6,16,1,3,1,7,0,1,6,1,7,4,0,1,0,0,0,1,2,1,2
7.1,7,16,1,3,1,7,0,0,6,4,8,1,0,4,0,0,2,0,2,1,1
6.44,6,17,1,3,0,9,0,2,10,8,4,4,0,1,0,0,0,0,0,0,1
6.64,7,15,1,1,1,5,0,0,4,8,6,2,0,4,0,0,1,0,1,1,0
5.47,5,15,0,1,0,7,0,0,6,5,8,2,0,1,0,0,1,0,1,0,1
6.42,6,14,1,1,0,6,0,1,8,8,8,1,0,2,0,1,1,0,0,0,3
5.41,5,15,1,2,1,7,0,0,6,5,8,2,0,0,0,0,2,0,2,0,0
7.81,8,17,1,4,0,10,0,0,10,4,7,1,0,4,0,1,0,1,2,1,3
6.44,6,14,1,1,1,6,0,0,7,6,7,1,0,1,0,1,0,1,1,2,1
6.53,7,18,1,5,0,11,0,1,1,6,5,3,0,0,0,1,1,1,2,1,4
4.78,5,14,1,0,1,4,0,2,5,3,8,0,0,1,0,1,2,1,2,1,4
7.58,8,17,1,4,1,9,0,0,8,3,9,3,0,2,0,0,0,1,3,1,1
5.32,5,14,1,0,1,4,84,2,3,7,8,1,2,3,74,1,0,1,0,2,1
6.8,7,13,1,0,1,5,0,1,8,8,6,0,0,2,0,1,1,0,0,1,1
5.13,5,16,1,3,1,7,0,1,5,1,10,4,0,2,0,0,1,0,2,1,1
9.11,9,14,1,0,0,6,0,0,9,10,7,0,0,0,0,0,1,0,1,0,3
6.28,6,13,1,0,0,6,97,1,6,5,5,3,2,0,95,0,2,1,1,1,3
7.63,8,17,1,4,0,10,0,0,6,3,3,1,0,3,0,0,1,1,2,1,3
6.79,7,16,1,2,0,8,79,0,4,8,7,0,1,1,91,0,1,1,2,0,1
7.38,7,15,1,1,1,6,100,0,10,5,7,1,1,2,75,0,1,1,0,1,3
7.6,8,14,1,1,1,5,57,0,9,3,9,1,1,1,83,1,1,1,2,2,1
5.33,5,18,0,4,0,11,0,0,5,5,7,5,0,3,0,1,1,1,2,1,1
5.33,5,13,0,0,0,7,0,0,8,5,5,2,0,1,0,0,0,0,1,1,1
6.64,7,14,1,0,1,5,0,0,6,6,2,2,0,0,0,0,1,1,0,1,1
6.52,7,14,1,1,1,6,61,0,6,7,8,3,2,0,86,1,2,1,0,1,3
5.93,6,16,1,3,0,8,0,0,4,1,7,1,0,1,0,0,2,1,1,0,1
5.33,5,13,1,0,1,4,0,1,9,6,7,0,0,4,0,1,1,1,1,2,1
6.11,6,13,1,0,1,5,0,0,5,7,7,1,0,2,0,1,1,1,0,2,0
5.83,6,16,1,3,0,8,0,1,10,3,7,1,0,4,0,0,2,0,2,1,1
6.03,6,13,1,0,0,6,93,1,5,7,2,3,1,1,64,0,0,1,2,1,3
7.31,7,14,0,1,1,6,68,0,9,9,5,4,2,1,58,0,1,1,1,1,4
6.41,6,16,1,2,0,7,68,1,5,9,7,1,2,1,61,1,0,1,1,1,4
6.17,6,13,1,0,1,5,0,2,7,7,7,2,0,4,0,1,1,1,0,2,1
7.31,7,15,0,2,1,6,73,0,5,6,8,4,1,1,50,1,1,0,1,1,1
4.87,5,13,1,0,1,5,0,1,5,7,4,1,0,3,0,0,0,0,2,0,2
8.16,8,17,1,3,1,8,0,0,7,7,5,3,0,0,0,1,1,1,0,1,3
7.17,7,14,1,0,0,5,53,0,6,8,8,2,1,4,80,1,2,1,1,1,3
6.58,7,16,1,2,0,7,0,0,8,7,6,0,0,4,0,0,2,1,1,1,4
4.8,5,14,0,0,0,6,69,1,4,7,5,4,3,4,73,1,2,0,0,1,3
4.94,5,13,1,0,0,5,0,0,5,6,5,2,0,4,0,1,1,1,0,1,1
5.67,6,16,1,3,1,8,0,1,5,6,8,4,0,0,0,0,2,1,0,0,4
1.11,1,14,1,1,1,6,0,2,8,7,8,1,0,0,0,0,1,0,1,0,1
4.89,5,13,1,0,1,4,0,0,5,6,1,1,0,2,0,0,2,1,1,1,1
6.15,6,14,1,0,1,5,0,0,7,7,7,3,0,2,0,0,1,1,1,1,1
4.53,5,14,1,0,0,6,83,0,6,5,3,2,2,3,60,0,2,1,1,1,3
6.27,6,14,0,1,0,8,0,1,5,5,8,4,0,1,0,1,0,0,0,1,0
5.33,5,13,1,0,1,4,0,1,3,5,7,1,0,0,0,1,1,0,0,1,4
5.49,5,14,0,1,1,6,0,0,6,8,7,2,0,3,0,0,1,1,2,1,3
6.25,6,14,1,1,1,5,0,0,5,9,6,3,0,3,0,1,0,1,0,1,1
6.66,7,13,1,0,1,5,0,0,6,6,5,3,0,0,0,0,1,1,1,1,0
4.9,5,14,1,0,0,5,0,0,6,9,2,0,0,0,0,0,1,1,1,1,1
6.37,6,17,1,4,1,9,0,1,6,8,5,2,0,4,0,0,1,1,1,1,0
5.8,6,13,1,0,1,4,0,1,5,10,8,0,0,4,0,0,1,1,2,1,1
5.23,5,13,1,0,0,6,0,0,8,2,8,0,0,3,0,1,1,0,0,1,3
7.05,7,15,1,1,0,6,0,0,6,4,10,2,0,2,0,0,1,1,0,1,2
7.36,7,16,1,2,0,7,0,0,8,7,7,3,0,4,0,1,1,1,1,1,1
4.48,4,13,0,0,1,5,0,0,8,4,10,2,0,0,0,1,0,1,0,1,1
6.18,6,17,0,4,1,10,0,0,6,10,6,5,0,2,0,1,1,1,2,1,1
5.86,6,16,1,2,1,6,0,2,3,5,4,2,0,4,0,1,2,0,0,0,4
7.04,7,15,1,2,1,7,96,1,7,7,9,1,1,2,53,1,2,1,2,2,3
5.61,6,15,1,2,0,7,0,0,5,4,5,0,0,4,0,1,2,1,2,0,3
6.3,6,13,1,0,0,5,75,1,3,10,5,2,1,0,65,0,1,1,1,1,4
6.21,6,14,0,1,0,6,60,0,8,7,5,4,2,1,68,0,0,0,2,0,3
5.85,6,15,1,2,1,7,0,0,5,7,9,3,0,2,0,0,1,1,1,1,3
6.32,6,14,1,0,1,4,72,2,7,5,7,0,2,3,82,0,1,0,0,1,1
5.76,6,17,1,4,0,10,0,2,7,7,4,4,0,4,0,1,0,1,2,1,3
6.36,6,14,0,0,0,6,55,0,8,7,5,4,2,3,89,0,1,0,0,1,1
6.93,7,15,1,1,1,6,55,0,8,6,8,0,3,1,71,1,1,1,1,1,1
6.3,6,14,1,0,0,5,81,0,5,6,8,0,2,0,79,1,0,0,1,1,1
5.36,5,14,1,1,0,7,59,2,7,5,7,1,3,4,69,0,1,1,0,1,4
5.14,5,18,1,5,1,10,0,0,1,4,3,1,0,0,0,0,1,1,3,1,0
6.47,6,13,0,0,1,6,0,0,5,3,7,1,0,3,0,0,2,0,2,0,1
6.22,6,13,0,0,0,5,0,0,7,8,10,4,0,4,0,0,2,1,2,1,1
5.84,6,14,1,1,1,6,0,0,7,7,1,2,0,0,0,0,1,1,2,1,1
5.2,5,15,1,1,1,5,57,1,7,4,6,3,1,3,100,0,2,1,0,1,1
6.12,6,13,1,0,1,4,0,1,6,6,3,3,0,2,0,0,1,1,2,1,1
6.48,6,15,0,2,1,8,0,0,6,9,5,4,0,3,0,1,1,1,2,1,0
5.43,5,16,1,2,1,7,0,2,1,9,4,2,0,1,0,0,2,1,0,0,1
6.12,6,14,0,1,0,6,97,1,7,6,8,3,3,4,56,0,2,1,1,0,1
8.39,8,16,1,3,0,8,75,0,5,9,7,1,1,3,60,0,1,1,2,1,3
6.67,7,13,1,0,1,5,92,0,5,9,5,3,2,2,89,0,1,1,2,1,1
6.83,7,16,1,2,1,7,0,0,4,8,6,2,0,1,0,0,2,1,0,1,2
5.67,6,16,1,3,1,7,0,2,8,6,6,2,0,0,0,0,1,0,0,1,3
5.0,5,14,0,0,0,5,51,0,4,3,7,2,2,1,91,0,1,1,0,1,3
6.5,6,13,1,0,0,5,0,1,5,7,10,0,0,3,0,0,1,1,1,1,3
7.13,7,18,1,5,1,10,0,0,5,6,7,4,0,0,0,1,1,1,1,1,0
4.98,5,13,1,0,0,5,0,1,9,2,6,3,0,3,0,0,0,0,1,1,1
6.8,7,15,1,2,1,7,0,1,8,8,8,1,0,2,0,1,0,1,0,1,1
7.2,7,16,1,2,0,8,53,0,7,6,7,2,1,3,56,0,1,1,2,1,2
6.28,6,14,0,1,1,6,0,1,7,7,7,3,0,3,0,1,0,1,0,1,0
7.36,7,13,1,0,1,5,0,0,7,6,5,3,0,0,0,1,0,1,0,1,2
7.67,8,14,1,0,1,4,0,0,9,7,6,3,0,2,0,1,1,0,2,1,3
4.44,4,18,1,4,1,8,0,2,5,5,10,3,0,3,0,0,1,1,3,0,1
6.39,6,14,0,1,0,6,81,0,6,8,4,3,2,0,94,1,2,0,1,1,1
6.54,7,13,1,0,1,5,0,1,2,5,8,1,0,2,0,1,1,1,1,1,1
6.69,7,14,0,1,1,5,82,0,8,7,6,2,3,4,93,1,2,1,1,1,2
5.65,6,15,1,1,0,7,0,2,7,7,5,1,0,3,0,0,2,0,1,0,1
6.7,7,13,0,0,0,7,91,0,6,7,7,3,2,1,60,1,2,0,2,1,3
6.66,7,14,0,1,0,8,0,0,8,7,5,1,0,3,0,0,2,0,2,1,1
6.37,6,14,1,1,1,5,62,0,7,8,7,1,3,3,81,0,2,0,0,0,1
6.84,7,16,1,3,0,9,0,2,5,5,9,2,0,4,0,0,1,1,0,0,1
7.4,7,16,0,3,0,8,0,1,8,6,10,4,0,2,0,0,1,0,1,1,3
5.37,5,18,0,4,1,8,0,2,7,6,1,3,0,0,0,1,1,1,3,1,2
7.61,8,16,1,3,1,8,0,0,7,5,8,4,0,4,0,1,1,0,0,0,1
6.38,6,13,1,0,1,4,0,0,5,7,10,1,0,2,0,0,1,1,1,1,3
5.05,5,15,0,2,0,8,0,0,8,1,6,1,0,2,0,0,1,1,2,1,1
6.75,7,16,1,3,0,8,0,2,4,3,8,1,0,3,0,0,1,1,1,1,3
4.63,5,13,0,0,0,5,0,0,4,4,4,1,0,0,0,1,1,1,2,1,3
7.28,7,16,1,2,1,6,0,1,6,7,9,1,0,0,0,0,2,0,2,0,3
6.28,6,13,1,0,0,6,60,0,8,7,2,2,3,3,78,1,1,1,2,0,3
4.88,5,14,0,0,1,4,0,0,4,7,10,2,0,2,0,0,2,1,2,1,1
5.95,6,15,0,2,1,6,0,1,4,9,6,1,0,3,0,1,0,1,0,2,1
6.79,7,13,1,0,1,4,0,0,6,9,6,1,0,2,0,1,1,1,1,1,0
5.37,5,13,1,0,1,4,55,0,2,6,5,2,2,2,95,0,2,0,1,0,1
6.73,7,14,1,0,1,4,0,0,5,5,7,1,0,3,0,1,1,0,2,1,4
6.07,6,16,1,3,1,7,0,0,6,7,8,4,0,3,0,0,1,1,1,0,1
5.99,6,17,1,4,1,9,0,1,4,7,5,1,0,1,0,0,0,0,2,1,2
6.29,6,13,0,0,1,6,83,1,8,5,7,1,1,3,71,1,0,0,1,1,3
7.57,8,14,1,1,1,6,0,0,8,8,7,0,0,0,0,1,1,0,1,1,3
7.25,7,18,1,4,1,8,0,0,4,5,10,1,0,4,0,1,1,0,3,1,3
5.65,6,17,1,4,0,10,0,0,5,7,6,4,0,4,0,0,2,1,3,1,1
6.15,6,17,1,4,1,9,0,0,9,10,7,3,0,2,0,0,1,1,1,1,3
6.71,7,15,1,1,1,5,0,0,9,5,5,3,0,1,0,0,1,1,1,1,1
5.64,6,15,0,1,0,8,100,1,6,6,1,4,3,3,72,0,2,0,2,0,3
6.91,7,15,1,2,0,8,0,1,6,10,8,0,0,4,0,1,1,1,0,1,3
5.23,5,13,0,0,1,5,0,1,4,9,5,2,0,4,0,0,1,1,2,1,1
6.49,6,14,0,1,0,6,0,0,5,10,10,1,0,4,0,1,1,1,2,1,1
5.15,5,15,1,2,0,8,0,0,1,7,6,1,0,0,0,0,0,1,0,1,1
6.21,6,14,1,0,0,6,65,0,7,6,7,2,3,0,77,0,1,0,2,0,3
5.6,6,15,1,1,0,6,0,1,5,1,4,2,0,4,0,0,2,0,1,1,1
5.54,6,13,1,0,1,4,53,1,6,7,7,0,2,0,69,1,2,1,2,1,4
6.12,6,15,1,2,1,7,65,1,7,5,9,1,2,4,69,1,1,1,1,1,1
6.1,6,16,0,2,0,7,0,0,6,4,9,4,0,1,0,0,1,1,2,1,1
5.85,6,16,1,3,1,8,83,2,5,6,1,2,2,1,79,0,1,0,0,0,3
5.1,5,18,1,4,1,9,0,0,7,7,7,4,0,0,0,1,0,1,1,2,0
6.0,6,14,1,1,0,7,0,0,6,8,3,1,0,1,0,0,1,0,1,1,1
5.65,6,16,1,3,1,7,0,1,10,7,5,3,0,4,0,0,0,1,2,1,0
6.54,7,14,1,1,0,7,0,0,7,6,8,2,0,3,0,0,1,1,2,2,1
5.87,6,14,1,0,1,5,78,0,5,5,7,3,3,1,76,0,2,0,0,1,3
6.76,7,16,1,2,1,6,0,1,7,8,6,3,0,3,0,1,2,0,2,0,1
7.16,7,15,1,2,0,7,94,0,7,8,7,1,2,1,80,0,1,1,0,1,3
5.75,6,16,1,2,1,7,0,0,5,6,1,0,0,3,0,0,1,0,2,1,3
6.62,7,15,1,2,0,7,0,1,6,8,7,2,0,2,0,1,1,1,2,1,3
5.65,6,13,1,0,1,4,0,1,7,9,7,0,0,2,0,1,1,1,1,1,2
6.6,7,14,1,1,1,6,68,0,7,7,7,3,1,1,100,0,1,0,0,0,3
7.06,7,16,1,2,1,7,53,0,7,7,6,2,2,3,63,0,1,0,0,1,3
6.62,7,14,0,1,1,5,85,1,7,7,7,3,1,3,52,1,2,1,1,1,1
6.45,6,14,1,0,0,6,86,0,6,7,5,3,2,3,100,0,1,0,1,0,3
6.86,7,16,1,2,1,6,98,2,8,9,5,1,3,3,90,1,1,0,1,1,3
5.77,6,15,0,1,0,7,59,1,6,8,8,3,1,4,89,0,1,1,2,0,3
6.15,6,14,1,1,1,6,0,0,8,5,8,1,0,2,0,0,2,0,1,0,1
7.51,8,15,0,1,1,5,92,0,8,8,8,4,3,0,67,1,2,0,2,1,3
5.16,5,13,1,0,1,4,0,1,6,5,7,2,0,0,0,0,2,0,2,0,1
7.04,7,14,1,0,0,5,62,0,6,8,6,0,3,3,83,0,2,1,0,0,1
7.29,7,18,0,4,0,9,0,0,7,5,5,2,0,4,0,0,1,1,3,1,1
6.7,7,15,1,2,0,7,0,1,5,6,10,2,0,1,0,0,2,1,0,1,1
5.94,6,15,1,1,0,7,0,1,7,8,6,0,0,4,0,0,1,1,2,1,1
6.01,6,17,1,4,0,10,0,1,5,6,7,1,0,0,0,1,2,1,2,1,3
5.89,6,15,1,2,1,7,61,0,2,8,6,3,1,3,83,0,2,0,1,0,1
4.68,5,16,1,3,1,7,0,2,5,6,7,1,0,4,0,1,1,0,0,1,1
4.74,5,14,1,1,0,7,0,1,5,5,3,1,0,2,0,0,2,0,0,0,1
7.14,7,16,1,3,0,8,0,1,6,7,7,3,0,1,0,1,2,1,1,1,1
6.29,6,13,0,0,0,7,70,0,7,8,8,2,1,2,95,0,1,1,0,1,1
8.5,8,15,1,2,1,6,0,0,8,6,8,2,0,3,0,1,1,1,0,1,2
5.42,5,13,1,0,1,5,0,0,8,8,3,3,0,0,0,1,2,1,0,1,1
6.81,7,16,1,3,0,8,0,0,6,5,7,2,0,4,0,0,1,0,1,1,3
5.28,5,18,1,4,0,10,0,2,9,7,4,1,0,0,0,1,2,0,2,0,0
6.31,6,13,0,0,0,6,85,0,6,9,5,4,1,3,80,1,2,0,0,1,3
6.39,6,14,1,0,0,5,0,2,8,6,7,0,0,4,0,0,1,1,1,0,1
6.48,6,16,1,2,0,7,0,0,7,8,2,1,0,1,0,1,0,1,2,1,1
6.11,6,13,1,0,1,5,0,0,6,3,6,3,0,4,0,1,0,1,0,2,1
5.68,6,16,0,3,1,7,0,0,5,6,6,4,0,1,0,0,1,0,2,1,1
5.56,6,13,1,0,1,5,85,1,7,8,8,3,1,4,50,0,2,0,1,0,3
5.6,6,13,1,0,0,5,0,1,8,10,2,0,0,3,0,0,2,1,0,0,4
5.33,5,13,1,0,1,5,0,0,9,6,5,3,0,1,0,1,0,1,1,1,3
6.75,7,16,0,2,1,8,68,0,7,7,8,1,1,4,97,0,1,0,2,1,1
7.63,8,15,0,2,1,7,0,0,4,7,4,1,0,0,0,0,0,0,1,1,3
6.09,6,14,0,1,1,7,0,0,8,6,8,3,0,1,0,0,1,1,1,0,3
4.1,4,14,1,0,0,6,0,2,2,5,5,2,0,2,0,1,0,1,2,2,3
6.19,6,14,1,0,1,5,0,1,8,5,5,2,0,2,0,1,2,1,0,1,1
9.59,10,15,0,2,0,7,79,0,4,6,6,3,1,0,94,0,2,1,0,0,1
6.25,6,18,1,4,0,10,0,0,6,5,5,1,0,1,0,0,1,0,1,1,1
5.7,6,14,1,1,1,6,98,2,5,5,9,3,3,0,55,0,1,1,2,1,3
5.83,6,14,1,0,0,5,0,0,4,6,7,3,0,0,0,0,2,1,2,1,1
6.55,7,14,1,1,0,7,88,2,4,8,8,2,2,0,61,1,0,1,2,1,0
5.94,6,18,1,5,1,10,0,2,7,1,5,3,0,3,0,1,2,1,1,1,1
4.82,5,13,1,0,0,5,0,1,4,7,7,0,0,2,0,0,1,1,1,1,4
5.93,6,14,1,1,1,5,0,0,6,6,9,2,0,1,0,0,2,0,2,0,1
7.42,7,17,1,4,1,9,0,1,9,7,6,3,0,2,0,1,2,1,1,1,1
5.21,5,16,1,3,0,8,0,1,7,5,10,1,0,3,0,0,2,1,0,1,4
6.77,7,14,0,1,0,7,0,1,9,7,7,4,0,4,0,0,0,0,0,0,3
8.39,8,14,1,1,1,5,0,0,8,8,8,0,0,1,0,1,1,0,2,1,4
2.51,3,14,1,0,0,5,0,0,6,7,6,1,0,4,0,1,1,0,1,1,3
6.88,7,15,1,2,1,7,0,0,7,6,5,1,0,0,0,0,1,1,2,1,1
6.86,7,17,1,3,0,9,93,0,8,7,8,4,1,0,77,0,2,0,2,0,4
5.73,6,15,1,2,0,8,0,1,4,8,7,3,0,0,0,1,0,0,1,1,3
4.91,5,14,1,0,0,6,0,0,6,6,2,3,0,4,0,1,1,1,1,1,4
6.78,7,14,1,1,1,5,53,0,4,7,7,2,2,2,84,0,1,0,1,1,0
