Promedio_Anual,Calificacion_Cualitativa_Cod,Edad,Genero_Cod,Anio_Escolar_Cod,Periodo_Cod,Numero_Inasistencias,Porc_Asistencia_Refuerzo,Estado_Salud_Emocional,Acompanamiento_Integral_Cod,Animacion_Lectura_Cod,Orientacion_Vocacional_Cod,Participacion_Extracurriculares,Materias_Refuerzo,Cantidad_Proyectos,Tareas_Refuerzo_Porc,Acceso_Transporte_Privado_Cod,Uso_Comedor_Estudiantil_Cod,Acceso_Recursos_Tecnologicos_Cod,Participacion_Eventos_Culturales,Estrato_Socioeconomico_Cod,Categoria_Rendimiento_Cod
5.67,6,14,1,1,0,6,55,0,6,7,6,0,2,4,63,0,2,1,0,1,1
5.12,5,14,1,0,1,5,57,1,7,6,8,2,1,0,69,1,1,1,0,1,3
6.72,7,15,0,2,1,7,90,0,6,6,7,4,1,4,57,0,2,1,1,1,1
7.99,8,18,1,4,1,8,0,1,6,4,8,2,0,1,0,1,2,1,3,0,1
7.33,7,13,1,0,0,6,50,0,7,7,5,2,1,1,86,0,1,0,1,1,1
4.66,5,14,0,0,1,6,0,1,3,6,1,1,0,2,0,1,0,1,2,1,1
5.76,6,13,0,0,1,6,84,0,5,5,7,1,2,3,80,1,0,1,0,1,3
7.94,8,16,1,3,1,8,0,0,6,8,5,1,0,0,0,1,1,1,1,1,4
4.16,4,14,0,1,0,6,0,2,5,7,4,1,0,2,0,1,0,1,2,1,3
5.52,6,14,0,1,0,6,0,1,7,4,4,3,0,2,0,0,2,1,2,1,1
6.76,7,16,1,2,1,6,99,1,8,4,3,3,3,1,80,0,1,0,2,1,1
6.15,6,16,1,3,0,8,95,1,4,8,8,4,1,0,68,0,1,0,0,1,3
5.77,6,13,1,0,1,4,70,0,5,5,5,2,3,3,75,0,1,1,2,1,3
6.06,6,15,1,2,0,7,98,0,6,2,6,1,2,2,72,1,0,1,0,1,3
7.33,7,14,0,1,1,5,73,0,7,6,4,4,2,3,97,0,2,0,1,1,1
4.98,5,15,0,2,1,6,81,1,5,8,6,4,2,0,83,1,2,0,1,1,1
7.04,7,15,1,1,1,6,0,0,8,7,10,0,0,4,0,0,1,1,1,1,0
7.22,7,15,0,2,1,8,0,0,7,7,6,3,0,0,0,1,2,0,1,1,1
5.63,6,15,1,2,1,7,0,0,7,5,1,2,0,3,0,0,1,1,1,0,3
6.28,6,17,1,3,0,9,0,0,8,7,5,2,0,3,0,0,2,1,2,1,1
5.57,6,15,0,2,0,8,52,1,7,4,7,3,3,0,77,0,2,1,1,1,1
6.66,7,13,1,0,1,5,0,0,4,9,8,2,0,1,0,0,2,0,2,1,3
5.25,5,13,1,0,1,4,88,2,4,5,8,3,1,1,58,1,1,1,0,1,2
6.06,6,16,0,2,0,8,73,1,6,5,8,4,3,1,52,1,1,1,2,1,1
5.91,6,18,1,4,0,10,0,2,5,7,7,3,0,3,0,1,2,0,2,1,1
6.36,6,15,1,2,1,6,0,0,7,6,8,2,0,2,0,1,1,1,1,2,1
6.29,6,16,1,2,1,7,65,0,5,7,8,0,1,3,97,0,1,1,0,1,3
6.95,7,15,1,1,0,7,85,0,8,9,7,0,2,3,99,0,2,1,1,1,1
6.38,6,18,0,5,0,12,68,1,6,6,8,5,1,0,57,0,1,1,1,1,1
7.39,7,17,1,4,1,8,0,0,7,8,8,4,0,2,0,0,1,1,1,1,3
7.13,7,18,1,4,1,9,0,0,5,7,7,1,0,4,0,0,1,0,3,1,3
7.18,7,14,1,1,0,7,60,0,7,5,6,1,2,0,82,0,1,1,0,1,3
5.81,6,18,0,5,1,9,0,0,6,4,5,3,0,0,0,0,2,1,2,0,1
7.52,8,18,0,5,0,12,0,0,5,8,6,4,0,4,0,0,0,1,2,1,3
4.92,5,13,1,0,0,5,0,0,4,7,7,0,0,3,0,1,1,0,1,0,1
6.9,7,14,1,0,1,5,0,0,9,8,7,3,0,4,0,0,1,1,1,1,3
7.08,7,15,0,2,0,7,0,0,8,6,7,3,0,0,0,0,1,0,2,1,1
8.01,8,13,1,0,1,5,93,0,7,6,6,2,1,4,99,0,2,1,2,1,3
6.25,6,15,1,2,0,7,0,0,5,7,10,3,0,0,0,0,0,1,2,0,2
6.68,7,14,1,1,0,6,69,1,7,8,7,1,1,1,70,1,1,1,2,0,1
5.51,6,15,0,2,0,9,0,1,9,8,7,3,0,2,0,1,0,1,0,2,0
6.64,7,15,1,2,0,8,0,0,5,9,2,1,0,2,0,0,1,0,2,1,1
5.39,5,17,1,3,0,8,0,0,4,7,6,2,0,4,0,1,1,0,2,1,2
6.42,6,13,1,0,0,5,0,1,6,9,3,2,0,0,0,1,2,0,2,0,1
5.68,6,15,1,2,0,7,52,2,6,5,7,2,3,3,63,0,1,1,2,1,1
7.51,8,15,0,1,0,8,51,0,8,8,5,4,3,2,84,0,2,1,1,1,4
5.16,5,14,0,1,1,5,0,0,5,3,3,4,0,3,0,1,0,1,1,1,3
6.82,7,16,1,3,1,7,0,1,7,9,7,2,0,3,0,0,1,0,1,1,3
6.73,7,16,1,3,0,9,0,0,7,5,6,2,0,4,0,0,2,1,1,0,1
5.93,6,13,1,0,0,6,0,0,8,4,6,2,0,2,0,1,1,1,2,1,0
5.7,6,13,1,0,0,5,0,0,5,4,6,2,0,4,0,0,2,0,2,0,1
6.67,7,15,1,2,0,8,65,0,7,6,4,3,1,1,67,0,2,1,1,0,1
7.1,7,16,1,3,0,8,0,0,7,5,8,1,0,3,0,1,0,1,1,1,1
5.86,6,14,1,0,1,5,65,2,9,9,5,1,2,2,86,1,2,1,2,1,3
6.17,6,14,1,1,0,6,0,1,7,4,6,3,0,3,0,1,0,0,2,1,0
6.91,7,17,1,4,1,9,0,0,8,3,6,4,0,0,0,1,1,0,1,1,1
5.03,5,14,0,1,1,7,79,0,2,7,3,2,1,0,87,0,0,1,1,1,1
4.73,5,13,1,0,0,6,0,0,7,8,6,3,0,3,0,0,2,0,2,0,1
6.6,7,16,1,3,0,8,0,0,6,6,1,1,0,1,0,1,1,1,1,1,1
7.03,7,14,1,1,1,6,98,0,5,7,8,3,2,0,52,0,2,1,1,1,3
8.01,8,16,1,2,1,6,73,1,5,6,7,2,1,3,74,1,1,0,2,1,1
6.18,6,19,1,5,0,11,0,2,7,7,6,1,0,0,0,1,1,1,1,1,3
5.25,5,14,1,1,0,7,0,2,7,7,6,2,0,2,0,1,1,0,2,1,1
7.87,8,15,0,2,0,7,88,0,10,5,5,4,3,0,52,1,2,0,0,1,3
4.78,5,13,0,0,0,7,0,1,7,8,7,3,0,4,0,0,0,1,1,1,1
7.19,7,13,1,0,1,4,88,1,6,7,7,1,2,1,89,0,2,1,1,1,3
5.31,5,16,1,3,0,9,0,1,8,1,6,3,0,4,0,0,2,0,2,1,3
5.54,6,15,1,1,0,7,95,0,6,6,9,2,2,2,51,1,1,1,1,1,3
6.13,6,14,1,0,1,4,76,0,5,5,5,2,3,0,94,0,1,0,2,0,3
4.83,5,15,1,1,0,7,0,0,6,7,8,2,0,4,0,0,2,1,2,1,0
8.81,9,17,1,3,1,7,0,0,8,9,8,1,0,3,0,1,0,1,2,1,0
6.34,6,13,1,0,1,5,0,0,8,1,8,1,0,1,0,1,1,0,2,1,3
7.06,7,15,0,2,1,8,94,0,5,7,5,1,1,2,51,1,2,0,1,0,1
6.82,7,14,1,1,1,5,0,0,7,7,6,3,0,1,0,1,1,1,2,2,4
5.97,6,16,1,3,1,8,0,0,5,6,8,1,0,1,0,0,0,1,2,1,1
6.05,6,14,0,0,1,4,85,0,7,5,7,3,3,3,80,1,1,0,2,0,3
6.04,6,15,0,2,1,6,0,0,7,5,7,4,0,2,0,1,2,1,2,2,0
6.64,7,16,1,2,1,7,0,0,6,8,4,2,0,3,0,0,2,1,2,1,1
7.24,7,15,1,2,1,6,0,1,6,7,7,2,0,2,0,1,0,1,2,2,3
6.54,7,13,0,0,0,6,99,0,6,5,4,3,3,3,63,0,2,1,2,0,1
7.64,8,14,1,1,0,7,0,0,6,7,8,2,0,2,0,0,1,1,2,0,1
6.44,6,13,1,0,1,4,86,1,8,7,7,3,2,2,72,1,2,1,0,1,2
5.94,6,13,1,0,0,6,0,1,6,7,6,0,0,3,0,0,1,1,1,1,2
6.6,7,18,1,4,1,9,0,0,6,6,2,4,0,1,0,0,2,0,1,0,4
5.3,5,16,1,2,0,8,0,1,3,3,8,2,0,0,0,0,2,1,0,1,1
6.08,6,16,1,2,1,6,0,0,6,7,8,1,0,4,0,1,1,1,0,1,3
5.3,5,13,1,0,1,4,0,0,2,6,4,0,0,3,0,0,2,0,0,0,1
5.3,5,13,0,0,0,7,0,0,7,9,1,4,0,1,0,1,2,0,0,1,3
6.23,6,13,0,0,1,6,60,1,5,7,5,4,3,1,80,0,1,1,1,0,1
6.16,6,18,1,5,0,11,0,1,4,6,7,3,0,0,0,0,2,1,3,0,1
6.48,6,14,1,1,1,5,84,1,7,4,5,0,1,0,76,1,2,1,0,1,4
4.97,5,13,1,0,0,6,61,1,5,8,6,2,1,4,50,1,1,0,1,1,1
5.61,6,15,1,1,0,6,0,0,7,1,7,2,0,3,0,0,0,1,1,1,3
5.16,5,15,1,1,0,7,0,2,3,7,6,1,0,3,0,0,2,1,2,1,1
5.49,5,13,1,0,0,5,0,1,6,7,9,0,0,1,0,0,2,1,1,1,2
7.05,7,14,1,0,1,5,91,1,6,6,4,2,3,2,61,1,2,0,0,1,3
4.93,5,13,0,0,0,7,93,0,2,4,7,2,1,3,89,1,1,0,2,1,1
6.83,7,16,0,3,1,9,0,0,5,7,5,4,0,3,0,0,0,1,0,2,3
6.18,6,18,0,4,1,8,61,1,7,4,3,3,2,0,70,1,1,1,1,1,1
6.77,7,18,0,5,0,11,65,0,6,3,5,5,2,4,71,0,1,1,2,1,0
5.5,6,15,1,1,0,6,0,1,8,6,2,2,0,2,0,1,1,1,2,1,1
7.05,7,19,1,5,1,9,0,0,6,6,9,1,0,0,0,0,0,1,3,1,3
5.86,6,15,0,2,0,8,0,1,6,8,8,2,0,4,0,0,2,0,1,1,1
5.84,6,15,0,1,0,7,94,0,5,6,3,1,3,4,68,0,1,1,1,1,3
7.65,8,16,1,3,1,7,0,0,8,6,5,2,0,1,0,1,2,1,1,1,1
5.97,6,13,1,0,0,6,0,0,6,6,7,3,0,4,0,0,1,1,2,1,0
5.53,6,15,0,2,0,9,92,0,8,6,5,2,1,0,93,0,2,0,2,1,3
7.19,7,15,1,1,1,6,0,0,8,9,3,2,0,4,0,1,0,1,0,1,1
4.51,5,13,1,0,1,4,0,0,5,1,5,1,0,4,0,1,1,1,2,2,1
5.43,5,14,1,1,0,6,0,0,6,3,5,2,0,3,0,1,1,1,2,2,1
7.83,8,15,1,2,1,6,0,0,8,9,10,3,0,4,0,0,2,0,0,1,1
8.7,9,13,1,0,0,5,79,0,9,1,8,1,3,4,76,0,2,0,1,1,1
6.8,7,13,0,0,0,7,0,0,10,2,5,4,0,2,0,1,2,1,2,1,1
6.65,7,17,1,3,1,7,0,0,8,5,9,4,0,0,0,1,0,1,1,1,1
5.47,5,15,0,1,0,6,87,1,8,5,7,1,1,0,77,1,1,0,1,1,1
6.52,7,14,1,0,1,4,0,1,6,7,4,0,0,0,0,1,1,0,1,1,4
7.48,7,17,1,4,0,10,0,1,8,6,5,2,0,3,0,1,1,1,1,1,3
7.1,7,14,0,1,1,6,78,1,8,8,4,4,2,4,55,0,0,1,2,1,3
5.12,5,13,1,0,1,5,0,0,5,7,8,0,0,4,0,0,1,0,0,1,3
5.65,6,16,1,3,0,8,0,0,3,7,7,2,0,0,0,0,2,1,0,0,1
7.52,8,14,1,1,1,6,93,0,6,7,5,3,3,1,74,0,1,1,0,1,1
6.02,6,15,1,2,1,7,59,1,6,6,7,2,1,0,96,1,0,1,0,1,0
7.0,7,15,1,1,1,6,89,0,7,8,7,0,1,0,63,0,1,0,0,1,3
6.58,7,14,0,0,1,4,0,0,10,6,6,4,0,0,0,0,1,1,2,1,3
6.48,6,13,1,0,0,5,0,0,6,8,5,3,0,1,0,1,0,0,1,1,1
7.45,7,16,0,2,1,6,98,1,10,6,8,1,1,1,82,0,2,0,1,0,3
5.5,6,17,1,3,1,8,0,0,7,7,4,3,0,2,0,0,2,0,0,0,1
6.52,7,14,1,1,0,6,76,0,4,7,7,2,2,4,53,1,1,0,2,1,2
6.65,7,14,1,0,0,5,0,2,8,5,6,3,0,3,0,0,0,1,2,1,1
7.1,7,15,1,2,0,8,0,0,5,10,10,3,0,2,0,0,0,1,2,1,1
6.37,6,15,1,1,0,7,76,1,9,7,7,1,2,4,74,0,0,1,0,0,1
4.37,4,14,0,1,0,6,0,1,6,5,2,2,0,1,0,0,2,1,1,0,3
5.85,6,15,1,2,0,7,0,2,7,7,5,3,0,4,0,1,1,1,1,1,1
7.47,7,15,0,1,0,6,74,0,7,9,10,2,2,0,63,0,1,0,1,1,3
6.15,6,16,1,3,1,8,0,1,1,5,8,1,0,1,0,1,1,1,2,1,1
7.66,8,13,1,0,1,5,74,0,3,4,10,0,1,4,62,1,1,0,2,1,3
6.65,7,18,1,5,0,11,0,0,8,6,7,2,0,2,0,0,1,1,2,1,0
5.92,6,14,1,1,0,6,62,0,8,7,6,0,3,1,98,1,1,1,1,1,4
3.97,4,14,0,0,1,6,0,2,7,8,6,2,0,1,0,0,0,1,1,2,3
6.34,6,15,1,1,0,7,0,0,7,7,4,2,0,3,0,1,2,1,1,1,3
6.43,6,15,1,1,1,6,0,0,3,6,7,2,0,2,0,0,2,1,1,1,1
7.59,8,14,1,0,0,6,0,0,7,7,6,3,0,3,0,1,0,1,0,1,3
6.29,6,15,0,2,1,6,0,2,9,6,7,3,0,3,0,0,1,0,1,1,1
6.64,7,17,1,4,1,8,0,0,7,4,8,2,0,2,0,1,2,1,1,1,3
6.41,6,15,1,1,1,6,68,0,8,5,8,1,1,3,71,0,2,1,0,0,3
5.62,6,16,1,2,0,7,0,1,4,8,7,3,0,2,0,1,1,1,2,1,1
6.0,6,15,0,2,1,7,0,1,5,7,7,4,0,1,0,0,1,1,1,1,3
6.17,6,18,1,4,1,9,0,0,5,8,5,2,0,4,0,1,2,1,1,1,2
5.17,5,16,0,3,0,8,0,0,2,9,5,2,0,0,0,1,0,1,2,1,0
7.01,7,17,1,4,0,9,0,0,6,8,4,1,0,1,0,0,1,1,2,1,2
4.47,4,14,0,0,0,5,54,2,7,7,8,2,1,3,63,0,1,0,2,0,1
6.54,7,17,0,4,0,9,0,1,7,8,7,5,0,3,0,1,0,1,3,1,3
5.02,5,15,1,2,1,6,84,1,5,6,7,3,1,2,51,0,2,1,2,0,3
5.35,5,14,1,0,1,5,0,0,7,7,5,0,0,3,0,1,1,1,2,2,1
5.51,6,16,1,3,1,7,0,2,8,2,5,1,0,1,0,1,1,1,2,1,1
4.99,5,14,0,1,1,5,0,0,8,6,2,3,0,2,0,1,2,1,1,0,1
4.58,5,13,0,0,1,4,0,0,6,7,8,3,0,3,0,0,2,0,1,0,3
5.57,6,15,0,1,0,6,0,0,6,3,9,2,0,0,0,1,0,1,1,1,1
5.6,6,17,0,3,0,10,98,2,8,3,7,2,1,3,75,0,1,0,1,1,1
7.49,7,15,1,1,1,6,53,0,8,7,8,0,3,3,60,0,2,1,0,0,0
5.84,6,14,1,1,1,6,0,0,7,8,4,0,0,0,0,1,0,1,2,1,1
7.35,7,15,1,2,0,7,0,1,7,6,9,3,0,0,0,1,0,1,1,1,3
6.39,6,16,1,3,1,8,0,0,8,5,8,1,0,2,0,1,1,1,0,1,0
5.52,6,16,0,3,0,8,0,1,6,3,7,3,0,3,0,0,2,1,2,1,3
6.57,7,13,1,0,1,5,0,0,5,7,5,1,0,1,0,1,1,1,2,2,1
7.18,7,17,1,3,0,9,0,0,3,10,8,3,0,1,0,1,0,1,1,1,1
7.16,7,14,1,0,0,5,82,0,6,7,10,2,1,1,56,0,2,0,1,0,3
5.08,5,14,0,1,1,6,0,0,6,5,5,4,0,0,0,0,1,1,1,1,0
6.31,6,16,1,2,1,7,0,0,6,7,6,3,0,1,0,1,1,1,1,1,3
5.76,6,15,1,2,0,8,0,1,3,6,7,3,0,4,0,1,0,1,0,1,1
6.9,7,14,1,0,1,5,0,0,7,8,7,0,0,2,0,1,0,1,2,2,1
6.31,6,15,1,2,1,6,0,0,6,7,10,0,0,1,0,0,1,1,1,1,3
6.68,7,16,1,3,0,8,0,0,3,8,6,4,0,2,0,1,2,1,1,1,3
7.02,7,15,1,2,1,6,0,0,5,4,9,0,0,3,0,0,0,1,1,1,1
6.27,6,13,1,0,0,6,0,0,6,7,8,0,0,0,0,0,0,1,0,1,2
6.23,6,17,0,4,0,10,0,2,5,5,8,5,0,4,0,0,1,1,3,1,1
5.6,6,15,1,1,1,6,0,1,5,6,9,0,0,0,0,1,2,1,0,1,1
4.9,5,14,1,1,1,5,88,2,8,5,6,2,2,3,50,1,0,1,1,2,1
7.17,7,15,1,2,0,7,0,1,8,6,5,1,0,4,0,0,1,1,2,1,1
7.93,8,17,0,4,0,11,0,0,7,5,8,5,0,1,0,0,2,1,1,1,1
6.3,6,17,1,4,0,10,0,1,4,2,8,3,0,1,0,1,2,1,2,1,1
6.65,7,14,1,1,0,6,77,1,5,7,4,2,2,0,69,0,2,1,1,1,3
7.59,8,16,1,3,1,8,0,0,9,6,9,2,0,3,0,1,2,1,2,1,2
5.68,6,17,0,3,0,10,0,0,7,7,2,3,0,0,0,1,1,0,1,1,1
6.14,6,15,1,2,0,8,0,0,6,6,7,0,0,2,0,0,1,1,1,1,3
6.51,7,14,1,0,1,5,71,0,8,6,7,3,2,4,77,0,2,0,2,1,1
7.4,7,18,0,5,1,10,0,0,10,1,6,4,0,1,0,0,2,1,3,1,1
6.37,6,13,1,0,0,6,0,0,8,6,4,1,0,2,0,0,1,1,1,1,3
7.84,8,15,1,2,0,8,86,0,5,7,3,1,2,3,74,1,1,1,1,1,1
7.42,7,18,1,5,1,9,0,1,6,7,5,2,0,4,0,1,1,1,3,1,3
7.76,8,13,1,0,0,5,0,0,7,9,8,3,0,1,0,0,1,1,2,1,1
6.8,7,13,1,0,0,6,94,1,8,6,9,0,2,1,93,0,1,1,1,1,0
6.47,6,15,1,1,0,7,65,0,7,6,7,2,3,3,59,0,1,1,2,1,4
6.36,6,13,0,0,1,4,78,0,7,7,7,4,3,4,75,1,1,1,2,1,3
5.38,5,14,0,0,1,5,84,0,6,8,9,1,2,4,94,0,1,0,2,1,1
3.67,4,16,0,2,0,7,0,0,4,6,1,1,0,2,0,1,2,1,0,1,1
6.07,6,14,1,1,0,6,0,1,5,7,10,3,0,3,0,0,2,0,1,0,3
6.35,6,16,0,3,0,8,0,0,7,7,6,2,0,1,0,0,1,0,1,1,1
5.95,6,17,1,3,0,8,0,0,6,6,5,4,0,3,0,1,0,1,1,2,3
6.87,7,15,1,2,1,6,72,0,6,8,5,0,2,3,56,0,1,1,1,0,4
5.63,6,14,1,1,1,5,96,1,9,8,8,1,2,3,69,0,0,0,1,1,1
6.18,6,14,1,1,0,7,0,0,8,1,9,2,0,0,0,1,0,0,1,1,0
6.76,7,15,1,2,0,8,70,0,5,5,6,0,2,0,52,0,1,0,2,1,1
6.21,6,16,0,3,0,9,0,0,10,5,8,2,0,1,0,0,0,0,2,1,1
7.63,8,15,0,1,1,5,0,0,8,9,5,2,0,1,0,0,2,0,2,1,3
5.94,6,18,0,5,0,12,0,0,7,4,6,5,0,1,0,0,1,1,2,1,1
5.02,5,13,1,0,0,5,61,2,4,7,6,3,2,4,51,0,1,1,2,1,3
5.25,5,17,1,4,1,9,0,0,6,1,9,4,0,0,0,0,2,1,2,1,3
6.37,6,14,0,0,1,4,63,0,9,6,8,3,3,4,100,0,1,0,0,1,1
6.56,7,14,1,1,1,5,0,1,7,6,8,2,0,1,0,1,0,1,1,2,3
7.17,7,14,1,1,1,5,0,0,3,9,6,2,0,3,0,1,2,0,2,1,4
1.06,1,15,1,1,1,6,0,0,3,6,6,3,0,3,0,1,1,1,2,2,3
8.27,8,17,1,3,1,7,0,0,7,8,9,3,0,3,0,0,0,0,1,0,0
7.44,7,18,1,4,0,9,0,0,7,9,3,3,0,4,0,0,2,1,3,1,2
6.51,7,13,1,0,1,4,0,0,6,7,8,2,0,1,0,1,1,1,0,1,3
5.07,5,14,0,1,0,6,61,1,8,4,6,3,3,3,59,1,1,1,2,1,1
9.88,10,15,0,2,1,8,0,0,10,7,7,2,0,3,0,0,1,1,2,1,1
6.24,6,17,0,4,0,9,0,0,6,6,8,5,0,4,0,0,1,1,3,1,2
6.16,6,19,0,5,0,12,0,1,8,4,10,3,0,1,0,1,2,1,3,1,1
5.53,6,13,1,0,1,5,0,0,7,7,5,1,0,2,0,0,0,1,0,0,1
5.79,6,13,1,0,1,4,0,1,7,6,4,2,0,3,0,1,2,1,0,1,1
6.4,6,16,1,3,0,8,0,0,5,6,7,4,0,4,0,1,1,1,2,1,0
6.27,6,14,0,0,1,5,0,0,7,7,10,4,0,3,0,1,0,0,2,1,4
5.97,6,15,1,2,0,8,81,0,6,7,4,1,1,1,86,0,2,1,0,1,0
5.36,5,16,1,3,0,8,0,1,8,7,4,3,0,4,0,1,2,0,0,1,3
6.54,7,13,1,0,1,4,99,1,6,7,9,3,3,4,97,1,1,1,1,1,1
4.86,5,14,1,0,0,5,0,1,5,4,8,0,0,4,0,0,2,1,1,0,1
6.1,6,14,0,1,1,7,98,0,4,6,8,1,3,1,78,1,1,0,2,1,1
6.61,7,15,0,2,0,7,0,1,8,5,10,2,0,0,0,0,2,0,1,0,1
5.95,6,13,0,0,0,6,72,2,8,6,4,1,2,1,57,1,0,0,0,1,3
6.32,6,16,0,2,0,9,0,1,5,7,5,3,0,4,0,1,2,1,2,1,3
5.77,6,14,1,0,0,6,0,1,9,6,3,1,0,1,0,0,1,1,2,0,1
6.26,6,15,1,2,0,7,0,0,7,6,4,0,0,2,0,0,0,1,2,1,3
7.13,7,17,1,3,0,9,0,0,8,6,8,2,0,2,0,1,2,0,1,1,3
6.33,6,13,1,0,1,5,82,1,4,10,8,0,1,0,98,1,0,1,1,1,1
7.32,7,14,1,1,0,6,0,1,3,8,8,1,0,1,0,1,1,1,0,1,1
5.65,6,16,1,2,1,7,65,1,7,6,7,3,2,2,59,1,2,1,2,0,1
7.69,8,18,1,4,1,9,0,1,6,7,2,4,0,0,0,0,2,1,2,2,3
5.13,5,15,1,1,0,6,0,0,5,7,5,3,0,2,0,0,0,0,2,0,3
6.85,7,16,1,2,0,8,79,0,8,6,6,3,2,0,87,1,2,0,0,1,1
6.97,7,19,1,5,0,11,0,0,6,2,7,3,0,4,0,0,1,1,1,1,0
6.92,7,14,0,1,1,5,0,0,8,5,3,4,0,3,0,1,1,1,0,1,1
5.94,6,14,0,1,0,7,0,0,7,6,8,3,0,4,0,0,1,1,1,1,1
5.12,5,14,1,0,1,4,86,0,9,8,1,3,2,0,93,1,1,1,0,2,0
6.66,7,14,1,1,0,7,51,1,6,7,9,0,1,0,78,1,0,1,1,1,1
7.45,7,13,0,0,0,5,94,0,10,5,6,2,3,2,69,0,1,1,0,1,1
5.68,6,13,0,0,1,6,73,0,6,8,6,3,1,1,73,1,1,1,2,1,1
7.99,8,15,1,2,1,7,90,1,10,6,7,2,3,3,94,0,2,1,0,1,1
6.53,7,16,1,2,1,6,0,1,5,10,10,0,0,1,0,1,0,1,0,2,1
7.47,7,13,0,0,1,4,58,0,7,7,10,2,3,0,93,0,0,1,1,1,3
5.9,6,13,0,0,1,6,0,0,5,8,5,3,0,3,0,0,2,0,0,0,3
5.6,6,16,0,2,0,7,80,0,7,7,6,1,1,0,74,1,2,1,0,2,1
6.44,6,16,1,3,0,9,0,0,9,7,5,3,0,1,0,0,0,1,1,1,3
7.41,7,16,1,3,0,8,0,2,7,7,5,2,0,4,0,0,2,1,0,1,1
6.7,7,17,0,3,1,7,0,0,9,6,8,3,0,2,0,1,2,1,1,1,1
5.15,5,15,1,1,1,5,0,0,7,7,5,1,0,4,0,1,2,1,1,1,1
6.93,7,16,0,2,1,7,0,2,6,7,9,2,0,0,0,1,0,0,0,1,1
4.48,4,15,1,2,0,7,0,0,6,3,6,3,0,3,0,0,2,1,1,0,4
6.05,6,14,1,1,0,6,0,1,5,6,8,1,0,0,0,1,2,1,1,1,0
5.43,5,13,1,0,1,5,0,0,9,6,4,0,0,2,0,1,1,1,2,1,1
7.25,7,15,0,2,0,9,0,0,8,4,5,2,0,3,0,1,1,1,2,1,3
4.64,5,15,0,2,0,9,0,2,8,4,5,1,0,3,0,0,2,0,0,0,1
5.91,6,16,0,3,1,7,0,1,10,3,8,3,0,4,0,0,0,1,1,2,3
4.42,4,13,1,0,0,5,0,0,8,3,2,2,0,1,0,0,2,1,1,0,1
5.16,5,13,1,0,1,5,0,2,8,7,6,2,0,1,0,1,1,1,2,2,1
7.67,8,14,1,1,1,5,0,0,6,7,10,0,0,0,0,0,1,1,2,1,1
6.31,6,13,1,0,1,5,63,0,5,6,6,0,1,4,100,0,0,1,1,1,3
7.5,8,17,0,4,0,11,0,0,9,6,6,5,0,3,0,0,2,0,2,1,1
7.51,8,17,1,4,1,8,0,0,7,7,8,3,0,2,0,1,1,1,1,1,1
6.29,6,13,0,0,1,6,63,0,4,7,5,2,3,4,70,0,1,1,1,0,1
5.9,6,15,1,1,0,6,0,0,4,5,8,2,0,3,0,1,1,1,2,1,3
6.9,7,15,1,1,1,5,53,0,3,3,9,1,1,3,77,1,0,1,0,0,1
6.97,7,14,1,0,1,4,69,1,10,8,7,1,1,1,50,0,0,1,2,1,3
7.44,7,17,1,3,0,8,0,0,7,7,9,2,0,2,0,1,2,1,1,1,1
5.94,6,15,1,1,0,7,0,0,10,7,7,1,0,1,0,0,1,1,1,1,3
7.22,7,18,1,4,0,10,0,0,8,7,5,1,0,2,0,1,2,0,1,1,1
5.95,6,14,1,1,0,7,0,0,8,6,10,0,0,4,0,0,0,1,1,1,1
6.58,7,18,1,4,1,8,81,0,5,6,6,4,3,3,73,0,0,1,1,1,1
7.88,8,15,1,1,1,5,0,0,8,5,7,2,0,2,0,0,2,1,0,0,1
5.78,6,13,1,0,1,4,64,0,7,1,9,0,1,0,50,0,1,1,0,1,1
6.38,6,13,1,0,0,6,0,1,8,8,8,3,0,1,0,0,2,1,0,1,1
4.84,5,13,1,0,1,5,64,0,5,5,8,2,1,2,76,1,2,1,2,1,3
7.59,8,18,0,5,0,10,0,0,7,4,6,4,0,4,0,1,1,0,1,1,1
7.32,7,18,1,4,0,9,0,0,8,7,6,2,0,4,0,1,1,1,1,1,3
6.16,6,14,1,1,1,6,0,0,5,7,7,0,0,2,0,1,0,1,1,2,1
6.34,6,13,1,0,1,5,55,1,6,7,7,3,1,2,73,1,1,1,0,1,0
7.59,8,15,0,1,1,6,97,0,8,4,4,2,2,3,73,0,0,0,2,0,0
9.7,10,17,0,4,0,11,0,0,8,8,9,3,0,0,0,1,0,1,1,2,3
7.76,8,15,1,2,1,6,64,0,10,6,3,2,3,2,94,1,1,1,0,1,2
6.16,6,14,1,1,0,7,97,1,6,5,7,2,1,1,63,1,0,0,2,1,3
5.19,5,15,1,2,0,8,0,2,5,5,6,0,0,2,0,0,1,0,0,0,1
6.33,6,16,1,3,1,7,0,0,5,6,7,2,0,3,0,0,2,1,2,1,0
6.49,6,14,1,0,0,6,0,0,6,8,6,3,0,0,0,1,1,1,2,0,1
4.25,4,15,1,1,1,5,0,1,3,5,8,1,0,3,0,0,1,1,2,0,1
7.95,8,16,1,3,1,7,0,0,10,7,6,4,0,1,0,0,1,0,2,0,1
6.19,6,15,0,2,0,8,66,0,5,7,6,3,2,2,94,1,0,1,2,2,1
7.15,7,17,1,4,1,9,0,0,7,7,7,3,0,0,0,1,0,1,1,1,1
